32275ca6,29.5284,-98.472,1695495600
32275cc6,29.5234,-98.4697,1695495601
32275ca6,29.5284,-98.472,1695495600
32275cc6,29.5234,-98.4697,1695495601
32275ca6,29.5284,-98.472,1695495600
32275cc6,29.5234,-98.4697,1695495601
32271d74,29.5378,-98.4846,1695495601
32275572,29.5276,-98.4705,1695495602
32275ca6,29.5284,-98.4721,1695495604
32275cc6,29.5235,-98.4697,1695495604
32271d74,29.5378,-98.4846,1695495601
32275572,29.5276,-98.4705,1695495602
32275ca6,29.5284,-98.4721,1695495604
32275cc6,29.5235,-98.4697,1695495604
32271d74,29.5378,-98.4846,1695495601
32275572,29.5276,-98.4705,1695495602
32275ca6,29.5284,-98.4721,1695495604
32275cc6,29.5235,-98.4697,1695495604
32271d74,29.5378,-98.4846,1695495601
32275572,29.5276,-98.4705,1695495602
32275ca6,29.5284,-98.4721,1695495604
32275cc6,29.5235,-98.4697,1695495604
32271d74,29.5378,-98.4846,1695495607
32275572,29.5276,-98.4705,1695495607
32275ca6,29.5284,-98.4721,1695495604
32275cc6,29.5235,-98.4697,1695495609
32271d74,29.5378,-98.4846,1695495607
32275572,29.5276,-98.4705,1695495607
32275ca6,29.5284,-98.4721,1695495604
32275cc6,29.5235,-98.4697,1695495609
32271d74,29.5378,-98.4846,1695495607
32275572,29.5276,-98.4705,1695495607
32275ca6,29.5284,-98.4721,1695495604
32275cc6,29.5235,-98.4697,1695495609
32271d74,29.5379,-98.4846,1695495612
32275572,29.5276,-98.4705,1695495612
32275ca6,29.5284,-98.4721,1695495609
32275cc6,29.5235,-98.4697,1695495612
32271d74,29.5379,-98.4846,1695495612
32275572,29.5276,-98.4705,1695495612
32275ca6,29.5284,-98.4721,1695495609
32275cc6,29.5235,-98.4697,1695495612
32271d74,29.5379,-98.4846,1695495612
32275572,29.5276,-98.4705,1695495612
32275ca6,29.5284,-98.4721,1695495609
32275cc6,29.5235,-98.4697,1695495612
32271d74,29.5379,-98.4846,1695495616
32275572,29.5276,-98.4705,1695495612
32275ca6,29.5284,-98.4721,1695495614
32275cc6,29.5235,-98.4697,1695495616
32271d74,29.5379,-98.4846,1695495616
32275572,29.5276,-98.4705,1695495612
32275ca6,29.5284,-98.4721,1695495614
32275cc6,29.5235,-98.4697,1695495616
32271d74,29.5379,-98.4846,1695495616
32275572,29.5276,-98.4705,1695495612
32275ca6,29.5284,-98.4721,1695495614
32275cc6,29.5235,-98.4697,1695495616
32271d74,29.5379,-98.4846,1695495616
32275572,29.5276,-98.4705,1695495612
32275ca6,29.5284,-98.4721,1695495614
32275cc6,29.5235,-98.4697,1695495616
32271d74,29.5379,-98.4846,1695495616
32275572,29.5276,-98.4705,1695495617
32275ca6,29.5284,-98.4721,1695495614
32275cc6,29.5235,-98.4697,1695495620
32271d74,29.5379,-98.4846,1695495616
32275572,29.5276,-98.4705,1695495617
32275ca6,29.5284,-98.4721,1695495614
32275cc6,29.5235,-98.4697,1695495620
32271d74,29.5379,-98.4846,1695495616
32275572,29.5276,-98.4705,1695495617
32275ca6,29.5284,-98.4721,1695495614
32275cc6,29.5235,-98.4697,1695495620
32271d74,29.5378,-98.4846,1695495621
32275572,29.5276,-98.4705,1695495622
32275ca6,29.5284,-98.4721,1695495614
32275cc6,29.5235,-98.4697,1695495624
32271d74,29.5378,-98.4846,1695495621
32275572,29.5276,-98.4705,1695495622
32275ca6,29.5284,-98.4721,1695495614
32275cc6,29.5235,-98.4697,1695495624
32271d74,29.5378,-98.4846,1695495621
32275572,29.5276,-98.4705,1695495622
32275ca6,29.5284,-98.4721,1695495614
32275cc6,29.5235,-98.4697,1695495624
32271d74,29.5378,-98.4846,1695495626
32275572,29.5276,-98.4705,1695495627
32275ca6,29.5284,-98.4721,1695495625
32275cc6,29.5235,-98.4697,1695495629
32271d74,29.5378,-98.4846,1695495626
32275572,29.5276,-98.4705,1695495627
32275ca6,29.5284,-98.4721,1695495625
32275cc6,29.5235,-98.4697,1695495629
32271d74,29.5378,-98.4846,1695495626
32275572,29.5276,-98.4705,1695495627
32275ca6,29.5284,-98.4721,1695495625
32275cc6,29.5235,-98.4697,1695495629
32271d74,29.5378,-98.4846,1695495632
32275572,29.5276,-98.4705,1695495632
32275ca6,29.5284,-98.472,1695495630
32275cc6,29.5235,-98.4697,1695495633
32271d74,29.5378,-98.4846,1695495632
32275572,29.5276,-98.4705,1695495632
32275ca6,29.5284,-98.472,1695495630
32275cc6,29.5235,-98.4697,1695495633
32271d74,29.5378,-98.4846,1695495632
32275572,29.5276,-98.4705,1695495632
32275ca6,29.5284,-98.472,1695495630
32275cc6,29.5235,-98.4697,1695495633
32271d74,29.5378,-98.4846,1695495632
32275572,29.5276,-98.4705,1695495632
32275ca6,29.5284,-98.472,1695495630
32275cc6,29.5235,-98.4697,1695495633
32271d74,29.5378,-98.4846,1695495632
32275572,29.5276,-98.4705,1695495632
32275ca6,29.5285,-98.472,1695495635
32275cc6,29.5235,-98.4697,1695495636
32271d74,29.5378,-98.4846,1695495632
32275572,29.5276,-98.4705,1695495632
32275ca6,29.5285,-98.472,1695495635
32275cc6,29.5235,-98.4697,1695495636
32271d74,29.5378,-98.4846,1695495632
32275572,29.5276,-98.4705,1695495632
32275ca6,29.5285,-98.472,1695495635
32275cc6,29.5235,-98.4697,1695495636
32271d74,29.5379,-98.4846,1695495637
32275572,29.5276,-98.4705,1695495637
32275ca6,29.5285,-98.472,1695495640
32275cc6,29.5238,-98.4694,1695495641
32271d74,29.5379,-98.4846,1695495637
32275572,29.5276,-98.4705,1695495637
32275ca6,29.5285,-98.472,1695495640
32275cc6,29.5238,-98.4694,1695495641
32271d74,29.5379,-98.4846,1695495637
32275572,29.5276,-98.4705,1695495637
32275ca6,29.5285,-98.472,1695495640
32275cc6,29.5238,-98.4694,1695495641
32271d74,29.5378,-98.4846,1695495641
32275572,29.5276,-98.4705,1695495642
32275ca6,29.5285,-98.472,1695495645
32275cc6,29.5244,-98.4688,1695495645
32271d74,29.5378,-98.4846,1695495641
32275572,29.5276,-98.4705,1695495642
32275ca6,29.5285,-98.472,1695495645
32275cc6,29.5244,-98.4688,1695495645
32271d74,29.5378,-98.4846,1695495641
32275572,29.5276,-98.4705,1695495642
32275ca6,29.5285,-98.472,1695495645
32275cc6,29.5244,-98.4688,1695495645
32271d74,29.5378,-98.4846,1695495641
32275572,29.5276,-98.4705,1695495642
32275ca6,29.5285,-98.472,1695495645
32275cc6,29.5244,-98.4688,1695495645
32271d74,29.5378,-98.4846,1695495646
32275572,29.5276,-98.4705,1695495647
32275ca6,29.5285,-98.472,1695495645
32275cc6,29.5244,-98.4688,1695495645
32271d74,29.5378,-98.4846,1695495646
32275572,29.5276,-98.4705,1695495647
32275ca6,29.5285,-98.472,1695495645
32275cc6,29.5244,-98.4688,1695495645
32271d74,29.5378,-98.4846,1695495646
32275572,29.5276,-98.4705,1695495647
32275ca6,29.5285,-98.472,1695495645
