33431085,29.5288,-98.4696,0,7,1702782000,78
33431085,29.5288,-98.4696,0,7,1702782000,78
33431085,29.5288,-98.4696,0,7,1702782000,78
33431085,29.5288,-98.4695,0,8,1702782003,98
33431085,29.5288,-98.4695,0,8,1702782003,98
33431085,29.5288,-98.4695,0,8,1702782003,98
33431085,29.5287,-98.4693,0,8,1702782007,120
33431085,29.5287,-98.4693,0,8,1702782007,120
33431085,29.5287,-98.4693,0,8,1702782007,120
33431085,29.5287,-98.4693,0,8,1702782007,120
33431085,29.5286,-98.4692,0,9,1702782011,129
33431356,29.5302,-98.4713,0,0,1702782009,132
33431085,29.5286,-98.4692,0,9,1702782011,129
33431356,29.5302,-98.4713,0,0,1702782009,132
33431085,29.5286,-98.4692,0,9,1702782011,129
33431356,29.5302,-98.4713,0,0,1702782009,132
33431085,29.5284,-98.469,0,10,1702782016,132
33431356,29.5302,-98.4713,0,0,1702782009,132
33431085,29.5284,-98.469,0,10,1702782016,132
33431356,29.5302,-98.4713,0,0,1702782009,132
33431085,29.5284,-98.469,0,10,1702782016,132
33431356,29.5302,-98.4713,0,0,1702782009,132
33431085,29.5284,-98.4689,0,10,1702782018,132
33431356,29.5302,-98.4713,0,0,1702782009,132
33431085,29.5284,-98.4689,0,10,1702782018,132
33431356,29.5302,-98.4713,0,0,1702782009,132
33431085,29.5284,-98.4689,0,10,1702782018,132
33431356,29.5302,-98.4713,0,0,1702782009,132
33431085,29.5282,-98.4687,0,12,1702782024,132
33431356,29.53,-98.471,0,8,1702782023,132
33431085,29.5282,-98.4687,0,12,1702782024,132
33431356,29.53,-98.471,0,8,1702782023,132
33431085,29.5282,-98.4687,0,12,1702782024,132
33431356,29.53,-98.471,0,8,1702782023,132
33431085,29.528,-98.4685,0,12,1702782027,132
33431356,29.5299,-98.4708,0,9,1702782027,132
33431085,29.528,-98.4685,0,12,1702782027,132
33431356,29.5299,-98.4708,0,9,1702782027,132
33431085,29.528,-98.4685,0,12,1702782027,132
33431356,29.5299,-98.4708,0,9,1702782027,132
33431085,29.528,-98.4685,0,12,1702782027,132
33431356,29.5299,-98.4708,0,9,1702782027,132
33431085,29.5279,-98.4683,0,11,1702782032,132
33431356,29.5297,-98.4707,0,9,1702782031,129
33431085,29.5279,-98.4683,0,11,1702782032,132
33431356,29.5297,-98.4707,0,9,1702782031,129
33431085,29.5279,-98.4683,0,11,1702782032,132
33431356,29.5297,-98.4707,0,9,1702782031,129
33431085,29.5279,-98.4683,0,11,1702782032,132
33431356,29.5296,-98.4705,0,10,1702782036,132
33431085,29.5279,-98.4683,0,11,1702782032,132
33431356,29.5296,-98.4705,0,10,1702782036,132
33431085,29.5279,-98.4683,0,11,1702782032,132
33431356,29.5296,-98.4705,0,10,1702782036,132
